eval_id,case_type,question,expected_answer,expected_doc_id,expected_chunk_id,expected_url,expected_risk_category
p1eval:bf59292f98e7020ce3a7,factual,원주시 공식 문서 '노인장기요양보험 - 노인복지사업 - 노인 -복지포털'의 '급여비용'에서 급여 노인요양시설 노인요양공동생활가정 재가급여 방문요양에 관해 안내하는 핵심 내용은 무엇인가요?,"급여 : 노인요양시설, 노인요양공동생활가정 재가급여 : 방문요양, 방문목욕, 방문간호, 주야간보호, 단기보호, 복지용구 특별 현금급여 : 가족요양비 장기요양 보험료 본인부담 국가 지방부담 (기초 및 의료급여수급권자) 시설급여비용 : 등급별 1일 58,830~81,750원 , 본인부담금(8%,12%,20%)+식사재료비+공단부담금 재가급여 비용 : 등급별 월 한도액으로서 본인부담금(6%,9%,15%)+공단부담금 재가급여 6종 : 방문요양, 주·야간보호, 방문목욕, 방문간호, 단기보호, 복지용구 노인장기요양보험제도 상세 안내는 국민건강보험 장기요양보험 홈페이지 참고 http://www.longtermcare.or.kr",p1doc:091bffece2dfdda2dfee,p1chunk:e5c7e06dbaff219d87ad,https://www.wonju.go.kr/welfare/contents.do?key=2222,none
p1eval:2e512b5d2119ba87610e,factual,원주시 공식 문서 '자활사업 - 기초생활 -복지포털'의 '자활사업 - 기초생활 -복지포털'에서 자활사업 기초생활 복지포털 국민기초생활보장법에 의한에 관해 안내하는 핵심 내용은 무엇인가요?,자활사업 - 기초생활 -복지포털 | 자활사업 - 기초생활 -복지포털 | 국민기초생활보장법에 의한 근로능력 있는 저소득층에게 자활사업을 통한 근로의 기회를 제공하여 스스로 자립할 수 있도록 자활능력배양 및 기능습득을 지원하는 사업입니다.,p1doc:11ad8abd5bf6221cd2c8,p1chunk:faa4c25849c92b24ba3e,https://www.wonju.go.kr/welfare/contents.do?key=2215,none
p1eval:a392b53c58ec619e4079,factual,원주시 공식 문서 '자활사업 - 기초생활 -복지포털'의 '참여대상'에서 복지포털 자활사업 기초생활 국민기초생활보장법에 의한에 관해 안내하는 핵심 내용은 무엇인가요?,"-복지포털 | 자활사업 - 기초생활 -복지포털 | 국민기초생활보장법에 의한 근로능력 있는 저소득층에게 자활사업을 통한 근로의 기회를 제공하여 스스로 자립할 수 있도록 자활능력배양 및 기능습득을 지원하는 사업입니다. 기초생활수급자(일반, 조건부, 자활특례자) 차상위자활",p1doc:11ad8abd5bf6221cd2c8,p1chunk:60b983d88152d62e4b61,https://www.wonju.go.kr/welfare/contents.do?key=2215,none
p1eval:4b4d28c3aa3ddf12f194,factual,원주시 공식 문서 '자활사업 - 기초생활 -복지포털'의 '자활근로'에서 민기초생활보장법에 의한 근로능력 있는 저소득층에게에 관해 안내하는 핵심 내용은 무엇인가요?,"민기초생활보장법에 의한 근로능력 있는 저소득층에게 자활사업을 통한 근로의 기회를 제공하여 스스로 자립할 수 있도록 자활능력배양 및 기능습득을 지원하는 사업입니다. 기초생활수급자(일반, 조건부, 자활특례자) 차상위자활 자활근로 - (구분, 참여조건, 사업내용)에 대한 표. 구분 참여조건 사업내용 근로유지형사업 주 5일근무 / 1일 5시간 33,940원(실비포함) 주차수당, 월차수당 읍면동 및 체육시설 환경정비사업 주 5일근무 / 1일 5시간 33,940원(실비포함) 주차수당, 월차수당 읍면동 및 체육시설 환경정비사업 사회서비스형사업 주 5일근무 / 1일 8시간 57,840원(실비포함) 주차수당, 월차수당 자활근로사업단 사회복지시설도우미 주 5일근무 / 1일 8시간 57,840원(실비포함) 자활근로사업단 사회복",p1doc:11ad8abd5bf6221cd2c8,p1chunk:5180905f831610b4c4df,https://www.wonju.go.kr/welfare/contents.do?key=2215,none
p1eval:b9068fbc30946997910f,factual,원주시 공식 문서 '자활사업 - 기초생활 -복지포털'의 '고용노동부 국민취업지원제도'에서 사회복지시설도우미 시장진입형사업 복지도우미 5일근무 1일에 관해 안내하는 핵심 내용은 무엇인가요?,"사회복지시설도우미 시장진입형사업(복지도우미) 주 5일근무 / 1일 8시간 66,080원(실비포함) 주차수당, 월차수당 자활근로사업단 복지 · 인턴 · 자활도우미 66,080원(실비포함) 복지 · 인턴 · 자활도우미 취업취약계층(저소득층, 청년, 영세자영업자등)에게 취업지원 및 생계지원을 통해 구직촉진과 생활한정을 도모하는 취업지원프로그램 문의전화 : 국번없이 1350",p1doc:11ad8abd5bf6221cd2c8,p1chunk:356ebebd7c7ed9bffba7,https://www.wonju.go.kr/welfare/contents.do?key=2215,none
p1eval:2853ab3ea70b1d1cb894,factual,원주시 공식 문서 '자활사업 - 기초생활 -복지포털'의 '자산형성지원사업'에서 도우미 66 080원 실비포함 복지에 관해 안내하는 핵심 내용은 무엇인가요?,"도우미 66,080원(실비포함) 복지 · 인턴 · 자활도우미 취업취약계층(저소득층, 청년, 영세자영업자등)에게 취업지원 및 생계지원을 통해 구직촉진과 생활한정을 도모하는 취업지원프로그램 문의전화 : 국번없이 1350 신청방법 : 읍면동 행정복지센터 방문 신청 신규 모집일정(2026년) 신규 모집일정(2026년) - 차수, 희망저축계좌Ⅰ, 희망저축계좌Ⅱ, 청년내일저축계좌(차상위이하), 청년내일저축계좌(차상위초과)를 안내합니다. 구분 희망저축계좌Ⅰ 희망저축계좌Ⅱ 청년내일저축계좌(차상위이하) 청년내일저축계좌(차상위초과) 모집일정 3월,6월,9월,11월 2월,7월,10월 5월 5월",p1doc:11ad8abd5bf6221cd2c8,p1chunk:2e313b367837dc23cb11,https://www.wonju.go.kr/welfare/contents.do?key=2215,none
p1eval:646c1d09b2f23ef6e182,factual,원주시 공식 문서 '자활사업 - 기초생활 -복지포털'의 '지원자격'에서 축계좌 차상위이하 청년내일저축계좌 차상위초과 안내합니다에 관해 안내하는 핵심 내용은 무엇인가요?,"축계좌(차상위이하), 청년내일저축계좌(차상위초과)를 안내합니다. 구분 희망저축계좌Ⅰ 희망저축계좌Ⅱ 청년내일저축계좌(차상위이하) 청년내일저축계좌(차상위초과) 모집일정 3월,6월,9월,11월 2월,7월,10월 5월 5월 현재 근로활동 중인 가구원이 있는 생계 또는 의료 수급 가구 가구 전체의 총 근로·사업소득이 기준 중위소득 40%의 60% 이상~기준 중위소득 40% 이하인 가구",p1doc:11ad8abd5bf6221cd2c8,p1chunk:6f7143cf79c6aaabff2a,https://www.wonju.go.kr/welfare/contents.do?key=2215,none
p1eval:8eedd5298dbb4e3a1b97,factual,원주시 공식 문서 '자활사업 - 기초생활 -복지포털'의 '지원내용'에서 3월 6월 9월 11월 2월에 관해 안내하는 핵심 내용은 무엇인가요?,"3월,6월,9월,11월 2월,7월,10월 5월 5월 현재 근로활동 중인 가구원이 있는 생계 또는 의료 수급 가구 가구 전체의 총 근로·사업소득이 기준 중위소득 40%의 60% 이상~기준 중위소득 40% 이하인 가구 3년동안 가입자가 매월 최소 10만원~최대 50만원씩 저축하면 매월 통장에 근로소득장려금(30만원)을 매칭하여 적립해 드립니다. 3년간 근로하며 통장을 유지하고, 소득 및 재산이 초과되어 생계의료수급 가구에서 벗어날 경우 적립금 전액을 지급합니다.",p1doc:11ad8abd5bf6221cd2c8,p1chunk:e4be36a188c75c120e3b,https://www.wonju.go.kr/welfare/contents.do?key=2215,none
p1eval:2aba34400346b19a4613,factual,원주시 공식 문서 '자활사업 - 기초생활 -복지포털'의 '지원자격'에서 만원 최대 50만원씩 저축하면 매월에 관해 안내하는 핵심 내용은 무엇인가요?,"만원~최대 50만원씩 저축하면 매월 통장에 근로소득장려금(30만원)을 매칭하여 적립해 드립니다. 3년간 근로하며 통장을 유지하고, 소득 및 재산이 초과되어 생계의료수급 가구에서 벗어날 경우 적립금 전액을 지급합니다. 현재 근로활동 중인 가구원이 있는 주거 또는 교육급여 수급 가구 및 기타 차상위 계층 가구 가구 전체의 총 근로·사업소득 인정액이 기준 중위소득 50% 이하인 가구",p1doc:11ad8abd5bf6221cd2c8,p1chunk:784390e8861081a282c3,https://www.wonju.go.kr/welfare/contents.do?key=2215,none
p1eval:40c0873e0f09d7434bbd,factual,원주시 공식 문서 '자활사업 - 기초생활 -복지포털'의 '지원내용'에서 가구에서 벗어날 적립금 전액을 지급합니다에 관해 안내하는 핵심 내용은 무엇인가요?,"급 가구에서 벗어날 경우 적립금 전액을 지급합니다. 현재 근로활동 중인 가구원이 있는 주거 또는 교육급여 수급 가구 및 기타 차상위 계층 가구 가구 전체의 총 근로·사업소득 인정액이 기준 중위소득 50% 이하인 가구 3년 동안 가입자가 매월 최소 10만원~ 최대 50만원씩 저축하면 매월 통장에 근로소득장려금(1년차 10만원, 2년차 20만원, 3년차 30만원)을 매칭하여 적립해 드립니다. 3년간 근로하며 통장을 유지하고, 교육(총 10시간)을 이수하고, 자금사용계획서를 제출할 경우 적립금 전액을 지급합니다.",p1doc:11ad8abd5bf6221cd2c8,p1chunk:f3e24f69421e7d3c30d7,https://www.wonju.go.kr/welfare/contents.do?key=2215,none
p1eval:841c828f32d388359a71,factual,원주시 공식 문서 '자활사업 - 기초생활 -복지포털'의 '지원자격'에서 로소득장려금 1년차 10만원 2년차 20만원에 관해 안내하는 핵심 내용은 무엇인가요?,"로소득장려금(1년차 10만원, 2년차 20만원, 3년차 30만원)을 매칭하여 적립해 드립니다. 3년간 근로하며 통장을 유지하고, 교육(총 10시간)을 이수하고, 자금사용계획서를 제출할 경우 적립금 전액을 지급합니다. 소득인정액이 기준 중위소득 50% 이하인 가구의 근로·사업소득이 월 10만원 이상인 청년(만 15세 이상~만 39세 이하)",p1doc:11ad8abd5bf6221cd2c8,p1chunk:ffa2f3b0e3e5808265d7,https://www.wonju.go.kr/welfare/contents.do?key=2215,none
p1eval:9352f8dd576462e8e3fc,factual,원주시 공식 문서 '자활사업 - 기초생활 -복지포털'의 '지원내용'에서 교육 10시간 이수하고 자금사용계획서를 제출할에 관해 안내하는 핵심 내용은 무엇인가요?,"고, 교육(총 10시간)을 이수하고, 자금사용계획서를 제출할 경우 적립금 전액을 지급합니다. 소득인정액이 기준 중위소득 50% 이하인 가구의 근로·사업소득이 월 10만원 이상인 청년(만 15세 이상~만 39세 이하) 3년 동안 가입자가 매월 최소 10만원~최대 50만원씩 저축하면 매월 통장에 근로소득장려금(30만원)을 매칭하여 적립해 드립니다. 3년간 근로하며 통장을 유지하고, 교육(총 10시간)을 이수하고, 자금사용계획서를 제출할 경우 적립금 전액을 지급합니다.",p1doc:11ad8abd5bf6221cd2c8,p1chunk:2c45eb8dab4b52a7c4c5,https://www.wonju.go.kr/welfare/contents.do?key=2215,none
p1eval:386a355928a8885972bc,factual,원주시 공식 문서 '자활사업 - 기초생활 -복지포털'의 '지원자격'에서 최대 50만원씩 저축하면 매월 통장에에 관해 안내하는 핵심 내용은 무엇인가요?,"원~최대 50만원씩 저축하면 매월 통장에 근로소득장려금(30만원)을 매칭하여 적립해 드립니다. 3년간 근로하며 통장을 유지하고, 교육(총 10시간)을 이수하고, 자금사용계획서를 제출할 경우 적립금 전액을 지급합니다. 소득인정액이 기준 중위소득 50% 초과~100% 이하인 가구의 근로·사업소득이 월 50만원 초과~250만원 이하인 청년(만 19세 이상~만 34세 이하)",p1doc:11ad8abd5bf6221cd2c8,p1chunk:10dd9703667ead4e8a76,https://www.wonju.go.kr/welfare/contents.do?key=2215,none
p1eval:c8dc1f4520279c0860c4,factual,원주시 공식 문서 '자활사업 - 기초생활 -복지포털'의 '지원내용'에서 하고 자금사용계획서를 제출할 적립금 전액을에 관해 안내하는 핵심 내용은 무엇인가요?,"하고, 자금사용계획서를 제출할 경우 적립금 전액을 지급합니다. 소득인정액이 기준 중위소득 50% 초과~100% 이하인 가구의 근로·사업소득이 월 50만원 초과~250만원 이하인 청년(만 19세 이상~만 34세 이하) 3년 동안 가입자가 매월 최소 10만원~최대 50만원씩 저축하면 매월 근로소득장려금(10만원)을 매칭하여 적립해 드립니다. 3년간 근로하며 통장을 유지하고, 교육(총 10시간)을 이수하고, 자금사용계획서를 제출할 경우 적립금 전액을 지급합니다.",p1doc:11ad8abd5bf6221cd2c8,p1chunk:93210fe989e2a55764eb,https://www.wonju.go.kr/welfare/contents.do?key=2215,none
p1eval:666beaede6ac1fb86d15,factual,원주시 공식 문서 '기타 - 장애인 복지시책 - 장애인 -복지포털'의 '기타 - 장애인 복지시책 - 장애인 -복지포털'에서 기타 장애인 복지시책 복지포털 취업에 관해 안내하는 핵심 내용은 무엇인가요?,"기타 - 장애인 복지시책 - 장애인 -복지포털 | 기타 - 장애인 복지시책 - 장애인 -복지포털 | 취업 취약계층인 장애인에게 일자리 제공을 통한 사회참여 확대 및 소득보장 지원, 근로연계를 통한 장애인복지 실현 및 자립생활 활성화",p1doc:1a8f00eaf20421e84d28,p1chunk:4f17e30d93be33e8cb41,https://www.wonju.go.kr/welfare/contents.do?key=2257,none
p1eval:99f9770cb4017ea61a3f,factual,원주시 공식 문서 '기타 - 장애인 복지시책 - 장애인 -복지포털'의 '장애인복지일자리'에서 복지시책 장애인 복지포털 기타 취업에 관해 안내하는 핵심 내용은 무엇인가요?,"복지시책 - 장애인 -복지포털 | 기타 - 장애인 복지시책 - 장애인 -복지포털 | 취업 취약계층인 장애인에게 일자리 제공을 통한 사회참여 확대 및 소득보장 지원, 근로연계를 통한 장애인복지 실현 및 자립생활 활성화 사업내용 : 공공기관, 사회복지기관 등에서 행정업무보조, 환경정비 등 업무 수행 수행기관 : 원주시장애인종합복지관, 양업토마스장애인종합복지관 참여기간 : 2025. 1월 ~ 12월(12개월) 근무시간 : 주14시간이내(월56시간), 격일제, 시간제 근무 등 탄력적 운영 급여 : 1인 월 561천원(4대보험 본인부담금 포함) 선발기준 : 장애인복지법에 따라 등록된 만 18세 이상 미취업 장애인 중 참여자 선발 기준표를 적용하여 사업수행이 가능하다고 판단(인정)되는 자로 선발하되 경합 시 정도가 심",p1doc:1a8f00eaf20421e84d28,p1chunk:19d1e9eb9dbc1949dcf5,https://www.wonju.go.kr/welfare/contents.do?key=2257,none
p1eval:8f5d1d4b3105faa6ea8a,factual,원주시 공식 문서 '기타 - 장애인 복지시책 - 장애인 -복지포털'의 '장애인일반형일자리사업 : 전일제/시간제'에서 등록된 18세 이상 미취업 장애인에 관해 안내하는 핵심 내용은 무엇인가요?,"등록된 만 18세 이상 미취업 장애인 중 참여자 선발 기준표를 적용하여 사업수행이 가능하다고 판단(인정)되는 자로 선발하되 경합 시 정도가 심한 장애인, 국민기초생활보장법에 따른 기초생활수급자, 차상위 우선으로 선발 사업내용 : 읍면동행정복지센터, 공공기관, 사회복지기관 등에서 행정업무보조, 복지서비스지원 업무 수행 운영주체 : 원주시 근무시간 : (전일제) 주 40시간(주 5일, 1일 8시간), (시간제) 주 20시간(주 5일, 1일 4시간 이상) 급여 : (전일제)1인 월 2,096천원(4대보험 본인부담금 포함) / (시간제) 1인 월 1,048천원(4대보험 본인부담금 포함)",p1doc:1a8f00eaf20421e84d28,p1chunk:1acc9d9909fad70cbd48,https://www.wonju.go.kr/welfare/contents.do?key=2257,none
p1eval:a962d34a45db16aad8af,factual,원주시 공식 문서 '기타 - 장애인 복지시책 - 장애인 -복지포털'의 '시각장애인 안마사 파견사업'에서 5일 1일 8시간 시간제 20시간에 관해 안내하는 핵심 내용은 무엇인가요?,"간(주 5일, 1일 8시간), (시간제) 주 20시간(주 5일, 1일 4시간 이상) 급여 : (전일제)1인 월 2,096천원(4대보험 본인부담금 포함) / (시간제) 1인 월 1,048천원(4대보험 본인부담금 포함) 사업내용 : 경로당 이용 어르신에게 안마서비스 제공 수행기관 : 사)대한안마사협회 강원지부 사업기간 : 2025. 1월 ~ 12월(12개월) 근무시간 : 1일 5시간(주 5일근무) 급여 : 1인 월1,313천원(4대보험 본인부담금 포함) 선발기준 : 장애인복지법에 따라 등록된 만 18세 이상 미취업 시각장애인 중 의료법 및 안마사에 관한 규칙에 따라 안마사 자격인증을 받은 사람으로 참여자 선발 기준표를 적용하여 사업수행이 가능하다고 판단(인정)되는 자로 선발하되 경합 시 정도가 심한 장애인, 국",p1doc:1a8f00eaf20421e84d28,p1chunk:b1e5840712f73c6f663c,https://www.wonju.go.kr/welfare/contents.do?key=2257,none
p1eval:e3d95361177f968e81a7,factual,원주시 공식 문서 '기타 - 장애인 복지시책 - 장애인 -복지포털'의 '발달장애인요양보호사 보조일자리사업'에서 따라 안마사 자격인증을 받은 사람으로에 관해 안내하는 핵심 내용은 무엇인가요?,"에 따라 안마사 자격인증을 받은 사람으로 참여자 선발 기준표를 적용하여 사업수행이 가능하다고 판단(인정)되는 자로 선발하되 경합 시 정도가 심한 장애인, 국민기초생활보장법에 따른 기초생활수급자, 차상위 우선으로 선발 사업내용 : 요양보호사의 전반적인 업무 보조 수행기관 : 원주시장애인종합복지관 선발기준 : 장애인복지법에 따라 등록된 만 18세 이상 미취업 발달장애인(지적, 자폐성) 중 참여자 선발 기준표를 적용하여 사업수행이 가능하다고 판단(인정)되는 자로 선발하되 경합 시 정도가 심한 장애인, 국민기초생활보장법에 따른 기초생활수급자, 차상위 우선으로 선발",p1doc:1a8f00eaf20421e84d28,p1chunk:5820d1934a7d1b5e1027,https://www.wonju.go.kr/welfare/contents.do?key=2257,none
p1eval:f50e122837b0ca4a466d,factual,원주시 공식 문서 '기타 - 장애인 복지시책 - 장애인 -복지포털'의 '중증장애인 강원형일자리 지원사업'에서 미취업 발달장애인 지적 자폐성 참여자에 관해 안내하는 핵심 내용은 무엇인가요?,"상 미취업 발달장애인(지적, 자폐성) 중 참여자 선발 기준표를 적용하여 사업수행이 가능하다고 판단(인정)되는 자로 선발하되 경합 시 정도가 심한 장애인, 국민기초생활보장법에 따른 기초생활수급자, 차상위 우선으로 선발 사업내용 : 사회참여공익형, 인식개선활동, 자아실현 창작형 수행기관 : 원주장애인자립생활센터 근무시간 : 1일 3시간(주 15시간 근무) 급여 : 1인 792천원(4대보험 본인부담금 포함) 선발기준 : 장애인고용법에 따른 만 18세이상 미취업 중증장애인 중 참여자 선발 기준표를 적용하여 사업수행이 가능하다고 판단(인정)되는 자로 선발하되 경합 시 최중증장애인, 국민기초생활보장법에 따른 기초생활수급자, 차상위 우선으로 선발",p1doc:1a8f00eaf20421e84d28,p1chunk:5cbbbfdbca55cedad524,https://www.wonju.go.kr/welfare/contents.do?key=2257,none
